train_dur,replicate_num,model_name,checkpoint_path,labelmap_path,spect_scaler_path,dataset_path,avg_val_acc,avg_val_acc_tfm,avg_val_levenshtein,avg_val_levenshtein_tfm,avg_val_loss,avg_val_segment_error_rate,avg_val_segment_error_rate_tfm
120.0,1,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_1/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_1/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9591569304466248,0.9598551988601683,27.367521286010746,5.358974456787109,0.2267498672008514,0.3503493917087105,0.0677113554438472
120.0,2,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_2/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_2/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9440299272537231,0.9483870267868042,47.367523193359375,7.606837749481201,0.3214359879493713,0.6402509289920458,0.1019561287204004
120.0,3,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_3/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_3/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9584059119224548,0.9635881185531616,40.63247680664063,4.837606906890869,0.1811701506376266,0.5893872606615955,0.066723353108411
120.0,4,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_4/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_4/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9606978297233582,0.9638546705245972,31.37606811523437,5.136752128601074,0.2112909108400344,0.3941531474595409,0.063399358587434
120.0,5,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_5/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_120.0s/replicate_5/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9599525928497314,0.9627441763877868,34.4957275390625,5.264957427978516,0.1807760447263717,0.4638787336865742,0.0676071858703925
180.0,1,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_1/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_1/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9646028876304626,0.9672158360481262,27.632478713989254,4.025640964508057,0.1811936050653457,0.3570055238823319,0.0516441911975212
180.0,2,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_2/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_2/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9669297337532043,0.9695382118225098,20.299144744873047,3.1965811252593994,0.1172829270362854,0.2857647312054568,0.0422704397100992
180.0,3,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_3/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_3/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.96687912940979,0.9695006012916564,23.19658088684082,3.837606906890869,0.1474018841981887,0.2762188518009784,0.0442290424481507
180.0,4,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_4/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_4/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9627506136894226,0.9663599133491516,33.47008514404297,4.376068592071533,0.2123349457979202,0.4343969528045729,0.0556917418492046
180.0,5,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_5/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_5/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_180.0s/replicate_5/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9672353267669678,0.9690619111061096,23.29059791564941,3.7948718070983887,0.1441351175308227,0.3096723881700967,0.0462552208783706
480.0,1,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_1/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_1/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_1/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9777686595916748,0.9793941974639891,14.2393159866333,2.247863292694092,0.0991308093070983,0.1639446978781234,0.0252196373131611
480.0,2,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_2/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_2/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_2/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9786908626556396,0.9796648621559144,10.897436141967772,1.7863247394561768,0.0824460312724113,0.1442600160687309,0.0229258155667687
480.0,3,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_3/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_3/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_3/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9761866927146912,0.9770681858062744,15.094017028808594,2.2136752605438232,0.0992732569575309,0.205038690649279,0.0287901931557956
480.0,4,TweetyNet,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_4/TweetyNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_4/labelmap.json,results/BFSongRepo/all-birds/TweetyNet/results_230628_144709/train_dur_480.0s/replicate_4/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9766985774040222,0.9782370328903198,14.307692527770996,2.2649571895599365,0.0915012061595916,0.1780163079547787,0.0274725739309508
