train_dur,replicate_num,model_name,checkpoint_path,labelmap_path,spect_scaler_path,dataset_path,avg_val_acc,avg_val_acc_tfm,avg_val_levenshtein,avg_val_levenshtein_tfm,avg_val_loss,avg_val_segment_error_rate,avg_val_segment_error_rate_tfm
30.0,1,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_1/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_1/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_1/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9120072722434998,0.948181927204132,203.3793029785156,8.379310607910156,5.2029523849487305,3.853927056997105,0.1637243805646774
30.0,2,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_2/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_2/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_2/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9247596263885498,0.9645362496376038,190.0,5.586206912994385,0.8205150961875916,3.5932971870258643,0.1074308721085142
30.0,3,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_3/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_3/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_3/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.936301589012146,0.9717186093330384,168.27586364746094,5.103448390960693,9.06940460205078,3.197073285295343,0.0971555018486733
30.0,4,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_4/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_4/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_4/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9328338503837584,0.9646767377853394,176.27586364746094,6.0,4.137122631072998,3.370288220443417,0.1170199338676805
30.0,5,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_5/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_5/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_30.0s/replicate_5/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9233038425445556,0.9667468070983888,209.96551513671875,5.206896781921387,5.44594144821167,3.97750259982429,0.102277445034472
45.0,1,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_1/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_1/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_1/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.935074269771576,0.9628822207450868,161.86207580566406,5.275862216949463,1.0516067743301392,3.0709382029508183,0.100828170757315
45.0,2,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_2/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_2/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_2/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9064462184906006,0.9507407546043396,227.55172729492188,6.655172348022461,2.2340731620788574,4.342583840388781,0.1278508961871408
45.0,3,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_3/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_3/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_3/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9306104779243468,0.959237813949585,168.55172729492188,7.241379261016846,0.9715275764465332,3.2020591008414367,0.1372787674993688
45.0,4,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_4/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_4/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_4/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9187533259391784,0.9587449431419371,212.13792419433597,6.413793087005615,2.354291677474976,4.010142287410241,0.1249086192547635
45.0,5,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_5/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_5/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_45.0s/replicate_5/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9272013306617736,0.9619134068489076,172.7586212158203,5.344827651977539,0.614332914352417,3.2710761201778373,0.1052081461434771
75.0,1,TweetyNoLSTMNet,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_75.0s/replicate_1/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_75.0s/replicate_1/labelmap.json,results/BFSongRepo/gr41rd51/TweetyNoLSTMNet/results_230706_165507/train_dur_75.0s/replicate_1/StandardizeSpect,data/BFSongRepo/gr41rd51/has_annot-vak-frame-classification-dataset-generated-230629_172929,0.9470971822738647,0.973215103149414,155.58621215820312,4.344827651977539,2.9262287616729736,2.9631082717346944,0.0871765357006404
