train_dur,replicate_num,model_name,checkpoint_path,labelmap_path,spect_scaler_path,dataset_path,avg_val_acc,avg_val_acc_tfm,avg_val_levenshtein,avg_val_levenshtein_tfm,avg_val_loss,avg_val_segment_error_rate,avg_val_segment_error_rate_tfm
120.0,1,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_1/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_1/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_1/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.8967133164405823,0.9445778727531432,276.8290710449219,13.059828758239746,1.7577837705612185,3.843446761228591,0.1735324752180204
120.0,2,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_2/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_2/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_2/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.8476072549819946,0.9066587686538696,348.0769348144531,20.05128288269043,2.314194679260254,4.876673283975167,0.2831069984771045
120.0,3,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_3/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_3/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_3/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.8823257088661194,0.9353026747703552,313.78631591796875,13.341880798339844,3.1263880729675293,4.45873034736307,0.1853498075637404
120.0,4,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_4/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_4/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_4/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.8898912072181702,0.9376868605613708,286.21368408203125,13.247862815856934,2.3945248126983643,3.844200829753649,0.1760326212567365
120.0,5,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_5/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_5/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_120.0s/replicate_5/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.8907883763313293,0.9447604417800904,297.70086669921875,11.521367073059082,5.819333553314209,4.084003831258074,0.1531041235629029
180.0,1,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_1/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_1/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_1/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.8970258235931396,0.9447809457778932,255.95726013183597,10.769230842590332,1.8054001331329343,3.543650076255378,0.1444410896735169
180.0,2,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_2/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_2/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_2/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9090168476104736,0.955001950263977,243.4957275390625,7.55555534362793,0.8828896880149841,3.4331771443943038,0.1073885250827148
180.0,3,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_3/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_3/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_3/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9135273098945618,0.9538968801498412,249.1623992919922,9.290597915649414,2.827256441116333,3.2498084704436323,0.1158756003896863
180.0,4,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_4/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_4/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_4/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.8969274163246155,0.9464202523231506,273.8376159667969,12.547008514404297,1.495100021362305,3.7722052314094334,0.1689649966506996
180.0,5,TweetyNoLSTMNet,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_5/TweetyNoLSTMNet/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_5/labelmap.json,results/BFSongRepo/all-birds/TweetyNoLSTMNet/results_230705_120958/train_dur_180.0s/replicate_5/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9123331308364868,0.9519686698913574,229.8034210205078,9.017093658447266,1.1295865774154663,3.1757382938909684,0.1198004997511327
